,job_title,department,salary,Join Date
28643,LABORER,AVIATION,$65249.6,2000-05-24 00:00:00
28644,LIBRARIAN I,PUBLIC LIBRARY,$69300.0,2000-11-07 00:00:00
28645,ALDERMAN,CITY COUNCIL,$114996.0,2000-07-07 00:00:00
28646,CLERK IV,GENERAL SERVICES,$60600.0,2000-03-02 00:00:00
28647,POLICE OFFICER,POLICE,$78012.0,2000-12-21 00:00:00
28648,POLICE OFFICER,POLICE,$75372.0,2000-02-19 00:00:00
28649,MOTOR TRUCK DRIVER,TRANSPORTN,$70408.0,2000-10-17 00:00:00
28650,POLICE OFFICER,POLICE,$80724.0,2000-03-06 00:00:00
28651,POLICE OFFICER,POLICE,$86130.0,2000-03-23 00:00:00
28652,POLICE OFFICER,POLICE,$83706.0,2000-04-07 00:00:00
28653,SANITATION LABORER,STREETS & SAN,$70969.6,2000-07-24 00:00:00
28654,ACCOUNTANT III,COMMUNITY DEVELOPMENT,$83640.0,2000-08-19 00:00:00
28655,SERGEANT,POLICE,$105864.0,2000-10-17 00:00:00
28656,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-05-10 00:00:00
28657,POLICE OFFICER,POLICE,$83706.0,2000-03-24 00:00:00
28658,FIREFIGHTER,FIRE,$80724.0,2000-04-15 00:00:00
28659,POLICE OFFICER,POLICE,$80724.0,2000-11-23 00:00:00
28660,POLICE OFFICER,POLICE,$78012.0,2000-03-14 00:00:00
28661,POLICE OFFICER,POLICE,$78012.0,2000-11-18 00:00:00
28662,FOSTER GRANDPARENT,FAMILY & SUPPORT,$2756.0,2000-10-05 00:00:00
28663,LIBRARIAN III,PUBLIC LIBRARY,$83640.0,2000-10-12 00:00:00
28664,POLICE OFFICER,POLICE,$78012.0,2000-05-01 00:00:00
28665,FIREFIGHTER-EMT,FIRE,$84762.0,2000-01-23 00:00:00
28666,ADMINISTRATIVE ASST III,POLICE,$72936.0,2000-02-21 00:00:00
28667,ADMINISTRATIVE ASST III,AVIATION,$63456.0,2000-09-20 00:00:00
28668,POLICE OFFICER,POLICE,$80724.0,2000-01-24 00:00:00
28669,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-07-11 00:00:00
28670,POLICE OFFICER,POLICE,$78012.0,2000-12-09 00:00:00
28671,SUPERVISING TRAFFIC CONTROL AIDE,OEMC,$55248.0,2000-08-03 00:00:00
28672,LIBRARY PAGE,PUBLIC LIBRARY,$11044.8,2000-12-05 00:00:00
28673,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-12-16 00:00:00
28674,POLICE OFFICER,POLICE,$83706.0,2000-09-13 00:00:00
28675,FOREMAN OF MOTOR TRUCK DRIVERS,STREETS & SAN,$74276.8,2000-06-15 00:00:00
28676,PARAMEDIC,FIRE,$75372.0,2000-02-01 00:00:00
28677,FIREFIGHTER-EMT,FIRE,$79140.0,2000-01-16 00:00:00
28678,POLICE OFFICER,POLICE,$78012.0,2000-09-19 00:00:00
28679,ASST SPECIALIST IN AGING,FAMILY & SUPPORT,$69648.0,2000-03-13 00:00:00
28680,FIREFIGHTER-EMT,FIRE,$84762.0,2000-04-04 00:00:00
28681,POLICE OFFICER,POLICE,$86130.0,2000-08-27 00:00:00
28682,FIREFIGHTER-EMT,FIRE,$79140.0,2000-01-10 00:00:00
28683,PLUMBING INSPECTOR,BUILDINGS,$98028.0,2000-01-22 00:00:00
28684,CLERK IV,AVIATION,$60600.0,2000-03-11 00:00:00
28685,PARAMEDIC FIELD CHIEF,FIRE,$126402.0,2000-09-08 00:00:00
28686,POLICE OFFICER,POLICE,$83706.0,2000-06-17 00:00:00
28687,POLICE OFFICER,POLICE,$75372.0,2000-08-17 00:00:00
28688,CAPTAIN-EMT,FIRE,$121428.0,2000-02-24 00:00:00
28689,POLICE OFFICER,POLICE,$43104.0,2000-07-25 00:00:00
28690,WATER QUALITY INSPECTOR,WATER MGMNT,$57828.0,2000-08-02 00:00:00
28691,POLICE OFFICER,POLICE,$83706.0,2000-10-19 00:00:00
28692,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-10-24 00:00:00
28693,ASST TO THE COMMISSIONER,FAMILY & SUPPORT,$106884.0,2000-06-27 00:00:00
28694,SAFETY SPECIALIST,WATER MGMNT,$87228.0,2000-10-24 00:00:00
28695,PSYCHIATRIST,HEALTH,$159668.6,2000-01-21 00:00:00
28696,PARAMEDIC I/C,FIRE,$81672.0,2000-05-21 00:00:00
28697,POLICE OFFICER,POLICE,$75372.0,2000-09-03 00:00:00
28698,HOISTING ENGINEER,WATER MGMNT,$95888.0,2000-07-08 00:00:00
28699,LINEMAN,OEMC,$93288.0,2000-08-21 00:00:00
28700,POLICE OFFICER,POLICE,$78012.0,2000-05-03 00:00:00
28701,WARD SUPERINTENDENT,STREETS & SAN,$111996.0,2000-11-05 00:00:00
28702,HOSPITALITY WORKER,FAMILY & SUPPORT,$9516.0,2000-01-28 00:00:00
28703,CLERK IV,FINANCE,$57828.0,2000-11-10 00:00:00
28704,POLICE OFFICER,POLICE,$78012.0,2000-05-21 00:00:00
28705,POLICE OFFICER (PER ARBITRATION AWARD),POLICE,$90540.0,2000-09-20 00:00:00
28706,LIBRARIAN I,PUBLIC LIBRARY,$69300.0,2000-11-13 00:00:00
28707,POLICE OFFICER,POLICE,$78012.0,2000-02-08 00:00:00
28708,ASST COMMISSIONER,BUSINESS AFFAIRS,$78528.0,2000-11-03 00:00:00
28709,AMBULANCE COMMANDER,FIRE,$105648.0,2000-02-10 00:00:00
28710,ADMINISTRATIVE SERVICES OFFICER I,GENERAL SERVICES,$65436.0,2000-04-22 00:00:00
28711,DIR OF PLANNING RESEARCH AND DEVELOPMENT,FAMILY & SUPPORT,$96768.0,2000-12-23 00:00:00
28712,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-11-08 00:00:00
28713,HOISTING ENGINEER,WATER MGMNT,$95888.0,2000-05-19 00:00:00
28714,SERGEANT,POLICE,$102564.0,2000-08-26 00:00:00
28715,POLICE OFFICER,POLICE,$80724.0,2000-05-16 00:00:00
28716,LIBRARIAN I,PUBLIC LIBRARY,$69300.0,2000-12-06 00:00:00
28717,SERGEANT,POLICE,$102564.0,2000-02-03 00:00:00
28718,YOUTH SERVICES COORD,POLICE,$77280.0,2000-01-03 00:00:00
28719,SENIOR DATA ENTRY OPERATOR,HEALTH,$50280.0,2000-07-13 00:00:00
28720,SANITATION LABORER,STREETS & SAN,$70969.6,2000-10-07 00:00:00
28721,WATER RATE TAKER,WATER MGMNT,$72456.0,2000-08-28 00:00:00
28722,POLICE OFFICER,POLICE,$78012.0,2000-04-10 00:00:00
28723,PERSONAL COMPUTER OPERATOR II,TRANSPORTN,$45828.0,2000-08-20 00:00:00
28724,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-05-03 00:00:00
28725,FOSTER GRANDPARENT,FAMILY & SUPPORT,$2756.0,2000-01-09 00:00:00
28726,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-03-25 00:00:00
28727,SERVICE WRITER,GENERAL SERVICES,$66024.0,2000-08-21 00:00:00
28728,LEGAL SECRETARY,LAW,$69648.0,2000-01-03 00:00:00
28729,STOCKHANDLER,PUBLIC LIBRARY,$39912.0,2000-07-14 00:00:00
28730,SANITATION LABORER,STREETS & SAN,$70969.6,2000-09-15 00:00:00
28731,POLICE OFFICER,POLICE,$80724.0,2000-03-24 00:00:00
28732,POLICE OFFICER,POLICE,$78012.0,2000-11-15 00:00:00
28733,POLICE OFFICER,POLICE,$43104.0,2000-09-16 00:00:00
28734,REGIONAL DIR - AGING,FAMILY & SUPPORT,$77280.0,2000-12-26 00:00:00
28735,STAFF ASST,COMMUNITY DEVELOPMENT,$64548.0,2000-10-11 00:00:00
28736,POLICE OFFICER,POLICE,$71748.0,2000-11-06 00:00:00
28737,POLICE OFFICER,POLICE,$80724.0,2000-04-27 00:00:00
28738,POLICE OFFICER,POLICE,$75372.0,2000-03-19 00:00:00
28739,WATER CHEMIST II,WATER MGMNT,$76524.0,2000-09-01 00:00:00
28740,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-05-26 00:00:00
28741,CONSTRUCTION LABORER (SUB-FOREMAN),WATER MGMNT,$78624.0,2000-03-15 00:00:00
28742,FIRE ENGINEER-EMT,FIRE,$91740.0,2000-04-01 00:00:00
28743,PARAMEDIC FIELD CHIEF,FIRE,$119430.0,2000-12-20 00:00:00
28744,BATTALION CHIEF,FIRE,$126402.0,2000-11-05 00:00:00
28745,FIRE ENGINEER-EMT,FIRE,$95076.0,2000-03-15 00:00:00
28746,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,$91353.6,2000-10-11 00:00:00
28747,BUILDING/CONSTRUCTION INSPECTOR,BUILDINGS,$91404.0,2000-05-16 00:00:00
28748,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-04-18 00:00:00
28749,POLICE OFFICER,POLICE,$75372.0,2000-04-28 00:00:00
28750,POLICE OFFICER,POLICE,$80724.0,2000-09-17 00:00:00
28751,SERGEANT,POLICE,$102564.0,2000-07-21 00:00:00
28752,SERGEANT,POLICE,$102564.0,2000-10-06 00:00:00
28753,FIREFIGHTER-EMT,FIRE,$79140.0,2000-02-15 00:00:00
28754,POLICE OFFICER,POLICE,$83706.0,2000-12-10 00:00:00
28755,LIBRARIAN II,PUBLIC LIBRARY,$76524.0,2000-06-26 00:00:00
28756,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-09-21 00:00:00
28757,FIREFIGHTER,FIRE,$87324.0,2000-02-06 00:00:00
28758,LIBRARIAN IV,PUBLIC LIBRARY,$91224.0,2000-04-28 00:00:00
28759,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,$87792.0,2000-03-09 00:00:00
28760,SUPRVNG BUILDING/CONTRUCT INSPECTOR,BUILDINGS,$115224.0,2000-06-14 00:00:00
28761,POLICE OFFICER,POLICE,$78012.0,2000-07-17 00:00:00
28762,POLICE OFFICER,POLICE,$80724.0,2000-04-14 00:00:00
28763,LIEUTENANT,FIRE,$99756.0,2000-09-03 00:00:00
28764,CROSSING GUARD,POLICE,$21912.8,2000-06-14 00:00:00
28765,SANITATION LABORER,STREETS & SAN,$70969.6,2000-12-10 00:00:00
28766,CAPTAIN,FIRE,$115644.0,2000-07-09 00:00:00
28767,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-09-04 00:00:00
28768,POLICE OFFICER,POLICE,$75372.0,2000-12-07 00:00:00
28769,FIREFIGHTER/PARAMEDIC,FIRE,$83856.0,2000-02-17 00:00:00
28770,ELECTRICAL MECHANIC (AUTOMOTIVE),GENERAL SERVICES,$89440.0,2000-11-15 00:00:00
28771,FIREFIGHTER,FIRE,$80724.0,2000-12-19 00:00:00
28772,POLICE OFFICER,POLICE,$78012.0,2000-03-27 00:00:00
28773,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,$91353.6,2000-08-23 00:00:00
28774,POLICE OFFICER,POLICE,$78012.0,2000-01-19 00:00:00
28775,PLUMBING INSPECTOR,BUILDINGS,$98028.0,2000-05-07 00:00:00
28776,POLICE OFFICER,POLICE,$80724.0,2000-10-13 00:00:00
28777,ELECTRICAL MECHANIC-AUTO-POLICE MTR MNT,GENERAL SERVICES,$89440.0,2000-02-07 00:00:00
28778,LABORER,AVIATION,$65249.6,2000-06-22 00:00:00
28779,TECHNICAL SUPPORT ADMIN - IGO,INSPECTOR GEN,$41220.0,2000-05-20 00:00:00
28780,CLINICAL THERAPIST III,HEALTH,$91224.0,2000-08-18 00:00:00
28781,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,$91353.6,2000-03-05 00:00:00
28782,PROOFREADER - CITY CLERK,CITY CLERK,$52740.0,2000-07-24 00:00:00
28783,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,$91353.6,2000-12-04 00:00:00
28784,POLICE OFFICER,POLICE,$83706.0,2000-06-01 00:00:00
28785,POLICE OFFICER,POLICE,$78012.0,2000-04-16 00:00:00
28786,ELEVATOR INSPECTOR,BUILDINGS,$114847.2,2000-10-26 00:00:00
28787,PARAMEDIC,FIRE,$83982.0,2000-12-17 00:00:00
28788,POLICE OFFICER,POLICE,$80724.0,2000-09-19 00:00:00
28789,FIRE COMMUNICATIONS OPERATOR II,OEMC,$90202.68,2000-05-16 00:00:00
28790,POLICE OFFICER,POLICE,$80724.0,2000-04-14 00:00:00
28791,LABORER,AVIATION,$65249.6,2000-08-07 00:00:00
28792,SENIOR DATA ENTRY OPERATOR,PUBLIC LIBRARY,$45828.0,2000-12-27 00:00:00
28793,FIREFIGHTER,FIRE,$75372.0,2000-10-18 00:00:00
28794,PLUMBING INSPECTOR,BUILDINGS,$98028.0,2000-11-25 00:00:00
28795,FOSTER GRANDPARENT,FAMILY & SUPPORT,$2756.0,2000-11-28 00:00:00
28796,GARAGE ATTENDANT,GENERAL SERVICES,$45676.8,2000-07-11 00:00:00
28797,POOL MOTOR TRUCK DRIVER,TRANSPORTN,$70408.0,2000-05-22 00:00:00
28798,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-05-25 00:00:00
28799,LIBRARY CLERK,PUBLIC LIBRARY,$39912.0,2000-10-25 00:00:00
28800,CROSSING GUARD,POLICE,$18148.0,2000-01-24 00:00:00
28801,CLINICAL THERAPIST III,HEALTH,$91224.0,2000-07-21 00:00:00
28802,SANITATION LABORER,STREETS & SAN,$70969.6,2000-07-27 00:00:00
28803,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$93192.0,2000-04-08 00:00:00
28804,SENIOR LIBRARY CLERK,PUBLIC LIBRARY,$52740.0,2000-08-03 00:00:00
28805,GENERAL LABORER - DSS,STREETS & SAN,$41849.6,2000-03-22 00:00:00
28806,POLICE OFFICER,POLICE,$75372.0,2000-06-22 00:00:00
28807,POLICE OFFICER,POLICE,$75372.0,2000-07-04 00:00:00
28808,RECRUITER,HUMAN RESOURCES,$72852.0,2000-05-28 00:00:00
28809,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-01-08 00:00:00
28810,POLICE OFFICER,POLICE,$75372.0,2000-11-18 00:00:00
28811,ASPHALT LABORER,TRANSPORTN,$76960.0,2000-07-19 00:00:00
28812,POLICE OFFICER,POLICE,$80724.0,2000-06-17 00:00:00
28813,POLICE OFFICER,POLICE,$71748.0,2000-07-20 00:00:00
28814,POLICE OFFICER,POLICE,$83706.0,2000-09-08 00:00:00
28815,POLICE OFFICER,POLICE,$75372.0,2000-02-01 00:00:00
28816,FIREFIGHTER,FIRE,$50490.0,2000-02-09 00:00:00
28817,FIREFIGHTER-EMT,FIRE,$84762.0,2000-07-16 00:00:00
28818,POLICE OFFICER,POLICE,$83706.0,2000-05-10 00:00:00
28819,SUPERVISING ENFORCEMENT TECH,FINANCE,$35945.0,2000-09-26 00:00:00
28820,COLLECTIONS REPRESENTATIVE,FINANCE,$55212.0,2000-03-27 00:00:00
28821,POLICE OFFICER,POLICE,$75372.0,2000-04-26 00:00:00
28822,POLICE OFFICER,POLICE,$80724.0,2000-06-09 00:00:00
28823,POLICE OFFICER,POLICE,$78012.0,2000-03-28 00:00:00
28824,PARAMEDIC,FIRE,$75372.0,2000-05-18 00:00:00
28825,ASST COMMISSIONER,FIRE,$102708.0,2000-06-10 00:00:00
28826,LIEUTENANT-EMT,FIRE,$108132.0,2000-03-07 00:00:00
28827,HOISTING ENGINEER,TRANSPORTN,$95888.0,2000-05-08 00:00:00
28828,MOTOR TRUCK DRIVER,WATER MGMNT,$70408.0,2000-12-01 00:00:00
28829,POLICE OFFICER,POLICE,$83706.0,2000-04-14 00:00:00
28830,POLICE OFFICER,POLICE,$78012.0,2000-05-05 00:00:00
28831,HOISTING ENGINEER,WATER MGMNT,$95888.0,2000-07-28 00:00:00
28832,COMMANDER,FIRE,$119430.0,2000-05-11 00:00:00
28833,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$93192.0,2000-07-16 00:00:00
28834,A/SUPRV REDISTRICTING,BOARD OF ELECTION,$44604.0,2000-01-22 00:00:00
28835,CUSTODIAL WORKER,AVIATION,$34008.0,2000-03-13 00:00:00
28836,POLICE OFFICER,POLICE,$75372.0,2000-09-18 00:00:00
28837,ASST CORPORATION COUNSEL SUPVSR,LAW,$86376.0,2000-10-24 00:00:00
28838,MOTOR TRUCK DRIVER,TRANSPORTN,$70408.0,2000-12-03 00:00:00
28839,POLICE OFFICER,POLICE,$68382.0,2000-10-21 00:00:00
28840,POLICE OFFICER,POLICE,$83706.0,2000-02-25 00:00:00
28841,SUPERVISING CLERK,FINANCE,$76428.0,2000-04-04 00:00:00
28842,PAINTER,AVIATION,$84760.0,2000-08-05 00:00:00
28843,POLICE OFFICER,POLICE,$75372.0,2000-09-20 00:00:00
28844,POLICE OFFICER,POLICE,$75372.0,2000-08-08 00:00:00
28845,POLICE OFFICER,POLICE,$86130.0,2000-08-09 00:00:00
28846,STAFF ASST TO THE ALDERMAN,CITY COUNCIL,$59928.0,2000-03-15 00:00:00
28847,TRAFFIC CONTROL AIDE,OEMC,$57900.0,2000-03-04 00:00:00
28848,OPERATING ENGINEER-GROUP C,WATER MGMNT,$91457.6,2000-10-20 00:00:00
28849,CUSTODIAL WORKER,AVIATION,$30056.0,2000-07-25 00:00:00
28850,ASST TO THE COMMISSIONER,GENERAL SERVICES,$77280.0,2000-05-13 00:00:00
28851,POLICE COMMUNICATIONS OPERATOR II,OEMC,$63552.0,2000-03-05 00:00:00
28852,POLICE OFFICER,POLICE,$78012.0,2000-05-09 00:00:00
28853,MANAGER OF AUDIT AND FINANCE,FINANCE,$85872.0,2000-12-07 00:00:00
28854,FIREFIGHTER,FIRE,$80724.0,2000-08-25 00:00:00
28855,LIEUTENANT-EMT,FIRE,$108132.0,2000-06-01 00:00:00
28856,POLICE OFFICER,POLICE,$80724.0,2000-01-01 00:00:00
28857,LIEUTENANT-EMT,FIRE,$108132.0,2000-10-21 00:00:00
28858,FIREFIGHTER,FIRE,$78012.0,2000-09-02 00:00:00
28859,POLICE OFFICER,POLICE,$80724.0,2000-10-19 00:00:00
28860,MOTOR TRUCK DRIVER,AVIATION,$70408.0,2000-08-20 00:00:00
28861,FIRE ENGINEER-EMT,FIRE,$95076.0,2000-06-16 00:00:00
28862,FIREFIGHTER,FIRE,$80724.0,2000-12-16 00:00:00
28863,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-04-15 00:00:00
28864,HOISTING ENGINEER - MECHANIC,GENERAL SERVICES,$102128.0,2000-12-01 00:00:00
28865,FIREFIGHTER,FIRE,$83982.0,2000-04-20 00:00:00
28866,ADMINISTRATIVE ASST III,BUSINESS AFFAIRS,$66492.0,2000-03-15 00:00:00
28867,ASST DISTRICT SUPERINTENDENT,WATER MGMNT,$102024.0,2000-06-28 00:00:00
28868,SANITATION LABORER,STREETS & SAN,$70969.6,2000-12-19 00:00:00
28869,POLICE OFFICER,POLICE,$65016.0,2000-03-28 00:00:00
28870,POLICE OFFICER,POLICE,$78012.0,2000-08-16 00:00:00
28871,POLICE OFFICER,POLICE,$78012.0,2000-07-27 00:00:00
28872,FORESTRY SUPVSR,STREETS & SAN,$91404.0,2000-10-28 00:00:00
28873,CROSSING GUARD,POLICE,$17316.0,2000-04-08 00:00:00
28874,POLICE OFFICER,POLICE,$78012.0,2000-09-04 00:00:00
28875,LINEMAN,TRANSPORTN,$93288.0,2000-10-18 00:00:00
28876,SIGN HANGER,TRANSPORTN,$64500.8,2000-09-11 00:00:00
28877,TREE TRIMMER,STREETS & SAN,$73008.0,2000-06-19 00:00:00
28878,PARAMEDIC,FIRE,$75372.0,2000-12-25 00:00:00
28879,FIREFIGHTER,FIRE,$83982.0,2000-10-23 00:00:00
28880,POLICE OFFICER,POLICE,$65016.0,2000-05-05 00:00:00
28881,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-08-07 00:00:00
28882,SANITATION LABORER,STREETS & SAN,$70969.6,2000-02-20 00:00:00
28883,MOTOR TRUCK DRIVER,STREETS & SAN,$71468.8,2000-04-21 00:00:00
28884,POLICE OFFICER,POLICE,$75372.0,2000-11-27 00:00:00
28885,REVENUE INVESTIGATOR II,BUSINESS AFFAIRS,$65808.0,2000-06-07 00:00:00
28886,POLICE OFFICER,POLICE,$78012.0,2000-08-24 00:00:00
28887,SERGEANT,POLICE,$99444.0,2000-07-25 00:00:00
28888,POLICE OFFICER,POLICE,$86130.0,2000-08-18 00:00:00
28889,AVIATION SECURITY OFFICER,AVIATION,$53628.0,2000-09-03 00:00:00
28890,POLICE OFFICER,POLICE,$80724.0,2000-12-10 00:00:00
28891,ASST TO THE CITY TREASURER,TREASURER,$84780.0,2000-04-05 00:00:00
28892,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-01-21 00:00:00
28893,TRAINING OFFICER,POLICE,$91980.0,2000-12-09 00:00:00
28894,ARCHITECT IV,BUILDINGS,$99648.0,2000-11-10 00:00:00
28895,POLICE OFFICER,POLICE,$80724.0,2000-11-16 00:00:00
28896,DETENTION AIDE,POLICE,$66552.0,2000-09-10 00:00:00
28897,ASPHALT FOREMAN,TRANSPORTN,$78832.0,2000-03-08 00:00:00
28898,POLICE OFFICER,POLICE,$78012.0,2000-04-06 00:00:00
28899,POLICE OFFICER,POLICE,$65016.0,2000-05-28 00:00:00
28900,ANIMAL CARE CLERK - HOURLY,ANIMAL CONTRL,$21548.8,2000-02-01 00:00:00
28901,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-04-11 00:00:00
28902,FIREFIGHTER,FIRE,$80724.0,2000-10-11 00:00:00
28903,SERGEANT,POLICE,$99444.0,2000-06-13 00:00:00
28904,POLICE COMMUNICATIONS OPERATOR II,OEMC,$83952.0,2000-04-17 00:00:00
28905,OPERATING ENGINEER-GROUP C,WATER MGMNT,$91457.6,2000-01-17 00:00:00
28906,TRAINING OFFICER,POLICE,$76428.0,2000-05-03 00:00:00
28907,PUBLIC HEALTH ADMINISTRATOR III,HEALTH,$80916.0,2000-01-17 00:00:00
28908,FIREFIGHTER,FIRE,$87324.0,2000-03-25 00:00:00
28909,TREE TRIMMER,STREETS & SAN,$73008.0,2000-05-18 00:00:00
28910,POLICE OFFICER,POLICE,$80724.0,2000-11-28 00:00:00
28911,INVESTIGATOR,GENERAL SERVICES,$64152.0,2000-04-15 00:00:00
28912,SENIOR LIBRARY CLERK,PUBLIC LIBRARY,$43740.0,2000-07-16 00:00:00
28913,POLICE OFFICER,POLICE,$78012.0,2000-08-28 00:00:00
28914,SPECIAL ASST,TRANSPORTN,$104772.0,2000-07-12 00:00:00
28915,POLICE OFFICER,POLICE,$71748.0,2000-04-09 00:00:00
28916,POLICE OFFICER,POLICE,$75372.0,2000-03-14 00:00:00
28917,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$56326.4,2000-02-09 00:00:00
28918,FIREFIGHTER-EMT,FIRE,$79140.0,2000-11-21 00:00:00
28919,POLICE OFFICER,POLICE,$61530.0,2000-12-09 00:00:00
28920,POLICE OFFICER,POLICE,$78012.0,2000-07-05 00:00:00
28921,ASST CHIEF AIRPORT OPERATIONS SUPVSR,AVIATION,$105024.0,2000-05-05 00:00:00
28922,POLICE OFFICER,POLICE,$71748.0,2000-10-23 00:00:00
28923,POLICE OFFICER,POLICE,$78012.0,2000-04-28 00:00:00
28924,POLICE OFFICER,POLICE,$78012.0,2000-05-16 00:00:00
28925,SANITATION LABORER,STREETS & SAN,$70969.6,2000-07-05 00:00:00
28926,POLICE OFFICER,POLICE,$75372.0,2000-12-17 00:00:00
28927,POLICE OFFICER,POLICE,$78012.0,2000-02-05 00:00:00
28928,SERGEANT,POLICE,$102564.0,2000-01-11 00:00:00
28929,POLICE OFFICER,POLICE,$80724.0,2000-08-12 00:00:00
28930,PARAMEDIC I/C,FIRE,$87372.0,2000-11-25 00:00:00
28931,POLICE OFFICER,POLICE,$61530.0,2000-12-22 00:00:00
28932,MOTOR TRUCK DRIVER,GENERAL SERVICES,$70408.0,2000-01-06 00:00:00
28933,POLICE OFFICER,POLICE,$75372.0,2000-02-05 00:00:00
28934,CROSSING GUARD,POLICE,$16525.6,2000-03-11 00:00:00
28935,GENERAL LABORER - DSS,STREETS & SAN,$41849.6,2000-10-18 00:00:00
28936,POLICE OFFICER,POLICE,$71748.0,2000-06-11 00:00:00
28937,GENERAL LABORER - DSS,STREETS & SAN,$41849.6,2000-10-10 00:00:00
28938,OPERATING ENGINEER-GROUP A,WATER MGMNT,$96262.4,2000-08-24 00:00:00
28939,POLICE OFFICER,POLICE,$78012.0,2000-09-02 00:00:00
28940,FIREFIGHTER-EMT,FIRE,$79140.0,2000-06-22 00:00:00
28941,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-05-21 00:00:00
28942,ENGINEERING TECHNICIAN V,WATER MGMNT,$91980.0,2000-02-04 00:00:00
28943,POLICE OFFICER / FLD TRNG OFFICER,POLICE,$81900.0,2000-12-18 00:00:00
28944,POLICE OFFICER,POLICE,$61530.0,2000-04-20 00:00:00
28945,SENIOR LIBRARY CLERK,PUBLIC LIBRARY,$43740.0,2000-11-08 00:00:00
28946,POLICE OFFICER,POLICE,$78012.0,2000-05-26 00:00:00
28947,POLICE OFFICER,POLICE,$78012.0,2000-01-13 00:00:00
28948,AVIATION SECURITY OFFICER,AVIATION,$57900.0,2000-07-22 00:00:00
28949,POLICE COMMUNICATIONS OPERATOR II,OEMC,$73032.0,2000-03-04 00:00:00
28950,POLICE OFFICER,POLICE,$65016.0,2000-08-24 00:00:00
28951,POLICE OFFICER,POLICE,$80724.0,2000-05-28 00:00:00
28952,LEGISLATIVE AIDE,CITY COUNCIL,$35904.0,2000-01-12 00:00:00
28953,POLICE OFFICER,POLICE,$65016.0,2000-08-27 00:00:00
28954,SUPERVISING TIMEKEEPER - LABORER,TRANSPORTN,$60156.0,2000-07-05 00:00:00
28955,GEN FOREMAN OF BRIDGE & STR IRON WRK,TRANSPORTN,$94785.6,2000-10-05 00:00:00
28956,POLICE OFFICER,POLICE,$75372.0,2000-03-05 00:00:00
28957,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,$97332.0,2000-06-28 00:00:00
28958,POLICE OFFICER,POLICE,$75372.0,2000-12-17 00:00:00
28959,SR SUPERVISOR-ELECTIONS,BOARD OF ELECTION,$94932.0,2000-05-20 00:00:00
28960,CLINICAL THERAPIST III,HEALTH,$91224.0,2000-01-09 00:00:00
28961,POLICE OFFICER,POLICE,$86130.0,2000-10-18 00:00:00
28962,MACHINIST (AUTO) POLICE MOTOR MAINT,GENERAL SERVICES,$91353.6,2000-04-28 00:00:00
28963,SENIOR PERSONNEL ASSISTANT,HEALTH,$60600.0,2000-09-07 00:00:00
28964,ELECTRICAL MECHANIC,AVIATION,$89440.0,2000-05-20 00:00:00
28965,POLICE OFFICER,POLICE,$83706.0,2000-11-02 00:00:00
28966,POLICE OFFICER,POLICE,$86130.0,2000-03-23 00:00:00
28967,FIREFIGHTER,FIRE,$50490.0,2000-01-01 00:00:00
28968,POLICE OFFICER,POLICE,$78012.0,2000-05-23 00:00:00
28969,SERGEANT,POLICE,$105864.0,2000-07-23 00:00:00
28970,CROSSING GUARD,POLICE,$17316.0,2000-07-20 00:00:00
28971,POOL MOTOR TRUCK DRIVER,TRANSPORTN,$70408.0,2000-03-03 00:00:00
28972,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-06-28 00:00:00
28973,CAPTAIN-EMT,FIRE,$117828.0,2000-10-08 00:00:00
